text,l1
"I have had a chronic back pain since five years , it becomes worse when I left a heavy thing or set for along time.",Arabic
"Some people don't accept the differences of cultures, but almost the American tolerate the differences of cultures. ",Arabic
"ripe 
You cannot eat that orange; it is not ripe enough. It needs couple of days to be ready to eat it. 
",Arabic
"Mr. ANON_NAME_0 cannot tolerate eating in the class because eating in the class will bother other students.
",Chinese
There are millions of electronic components in the computers which has many parts made it togethers.,Arabic
My friend complains of chronic back pain for long time and he did not recover from the ache even now. ,Arabic
There are millions of electronic components in the computers which has many parts made it togethers.,Arabic
"There are four brothers in my Family. David is the oldest brother in my family. John is the richest son in my family. I am smarter than Sam, but Sam plays basketball better than me, John is as rich as David. Last, I am most handsome in my family.",Chinese
"Hi,

Recently, I applied to the university, however, I haven't gotten any information then. I am wondering the consequences. I have already sent the documents that are the TOEFL report, the GRE report and recommendation letters. Could you please inform me as soon as possible? 

Thank you,

ANON_NAME_0",Turkish
"In my country,the women has many role such as theaching in school and universities.And she also works in Administration jobs.",Arabic
"I was affected for that because I do not believe the black man could do it, It was very surprise to me.",Arabic
"Demonstrate
He demonstrated me how to use this printer.

Correspond
The hat corresponds well to her dress.

Equate
My friend equates money with happiness.

Principal
My principal reason to study English is communicating with foreign people.

Incorporate
The small company incorporates with big company.
",Japanese
